timestamp,open,high,low,close,volume
2023-03-24 00:00:00+00:00,28352.95,28433.34,28233.65,28249.16,626.08449163
2023-03-24 01:00:00+00:00,28245.58,28376.76,28181.32,28304.21,394.43905128
2023-03-24 02:00:00+00:00,28304.18,28366.47,28182.02,28235.83,376.75344581
2023-03-24 03:00:00+00:00,28235.83,28293.43,28200.0,28265.96,727.36124595
2023-03-24 04:00:00+00:00,28269.26,28307.45,28139.99,28178.71,273.0751396
2023-03-24 05:00:00+00:00,28177.17,28350.0,28175.14,28325.31,257.63935774
2023-03-24 06:00:00+00:00,28327.54,28380.98,28270.75,28305.17,273.02609559
2023-03-24 07:00:00+00:00,28305.18,28371.22,28195.13,28320.91,898.35112186
2023-03-24 08:00:00+00:00,28316.84,28339.5,27971.96,28074.77,713.40581965
2023-03-24 09:00:00+00:00,28074.77,28226.34,28036.37,28076.42,546.55673228
2023-03-24 10:00:00+00:00,28076.06,28133.45,27973.25,28073.77,450.71185529
2023-03-24 11:00:00+00:00,28076.95,28131.34,27442.42,27637.4,1100.41381061
2023-03-24 12:00:00+00:00,27634.29,28196.63,27592.19,28010.01,1050.16300054
2023-03-24 13:00:00+00:00,28008.99,28040.63,27694.52,28013.66,1216.79165642
2023-03-24 14:00:00+00:00,28013.75,28299.99,27854.08,28029.41,1635.085888
2023-03-24 15:00:00+00:00,28029.2,28119.67,27877.89,28051.55,1432.69264609
2023-03-24 16:00:00+00:00,28051.29,28099.88,27857.77,27866.03,1084.97327585
2023-03-24 17:00:00+00:00,27861.6,27939.71,27544.08,27634.48,2104.6675577
2023-03-24 18:00:00+00:00,27634.48,27855.64,27588.33,27772.49,1374.87538304
2023-03-24 19:00:00+00:00,27774.18,27915.38,27710.98,27853.77,971.18370708
2023-03-24 20:00:00+00:00,27850.57,27898.94,27506.0,27614.8,1344.61009738
2023-03-24 21:00:00+00:00,27614.8,27653.26,27027.88,27373.67,2150.837584
2023-03-24 22:00:00+00:00,27373.67,27477.24,27300.0,27325.82,718.03430172
2023-03-24 23:00:00+00:00,27325.67,27550.92,27308.62,27489.24,469.17966112
2023-03-25 00:00:00+00:00,27489.24,27622.08,27457.46,27593.39,560.38730207
2023-03-25 01:00:00+00:00,27594.09,27604.09,27451.16,27533.94,309.44059421
2023-03-25 02:00:00+00:00,27533.92,27692.44,27492.45,27632.77,381.57508299
2023-03-25 03:00:00+00:00,27629.66,27683.15,27585.13,27624.8,326.80233337
2023-03-25 04:00:00+00:00,27625.76,27650.9,27524.9,27572.9,341.82605985
2023-03-25 05:00:00+00:00,27570.17,27581.28,27401.92,27494.71,310.87808078
2023-03-25 06:00:00+00:00,27495.95,27572.07,27440.02,27529.5,338.7221016
2023-03-25 07:00:00+00:00,27526.86,27614.96,27505.9,27520.72,200.65302275
2023-03-25 08:00:00+00:00,27521.32,27550.09,27369.18,27456.13,276.86404064
2023-03-25 09:00:00+00:00,27454.85,27555.28,27345.65,27511.09,244.39637981
2023-03-25 10:00:00+00:00,27511.09,27567.11,27424.35,27506.66,193.22638196
2023-03-25 11:00:00+00:00,27506.66,27563.25,27454.07,27491.41,169.32413427
2023-03-25 12:00:00+00:00,27491.41,27516.1,27402.95,27478.0,243.27289528
2023-03-25 13:00:00+00:00,27477.99,27643.95,27383.64,27590.46,381.41643173
2023-03-25 14:00:00+00:00,27593.1,27677.62,27547.39,27558.84,482.63124901
2023-03-25 15:00:00+00:00,27556.9,27818.67,27511.0,27677.01,633.4875454
2023-03-25 16:00:00+00:00,27676.17,27762.98,27649.87,27659.73,378.07313395
2023-03-25 17:00:00+00:00,27659.73,27683.63,27410.09,27515.74,590.01431763
2023-03-25 18:00:00+00:00,27515.74,27563.39,27458.26,27471.25,384.96400531
2023-03-25 19:00:00+00:00,27471.25,27471.45,27186.78,27215.84,1071.61135184
2023-03-25 20:00:00+00:00,27215.84,27455.46,27184.78,27383.08,527.26742571
2023-03-25 21:00:00+00:00,27385.68,27477.0,27375.19,27440.0,413.04561687
2023-03-25 22:00:00+00:00,27440.0,27557.32,27419.92,27473.34,692.72556358
2023-03-25 23:00:00+00:00,27473.34,27517.34,27430.85,27488.18,203.34440479
2023-03-26 00:00:00+00:00,27489.56,27661.15,27445.04,27565.16,400.1343814
2023-03-26 01:00:00+00:00,27565.16,27681.0,27547.91,27624.22,261.43156758
2023-03-26 02:00:00+00:00,27624.22,27644.88,27591.26,27619.55,206.76135897
2023-03-26 03:00:00+00:00,27619.2,27650.19,27530.54,27562.23,219.11667536
2023-03-26 04:00:00+00:00,27562.23,27570.32,27486.01,27547.55,165.48619133
2023-03-26 05:00:00+00:00,27547.55,27587.78,27496.91,27574.93,190.06335014
2023-03-26 06:00:00+00:00,27574.93,27602.72,27511.28,27528.58,150.31848014
2023-03-26 07:00:00+00:00,27528.57,27568.62,27510.38,27537.06,114.89980843
2023-03-26 08:00:00+00:00,27537.04,27797.98,27511.44,27686.76,381.40730709
2023-03-26 09:00:00+00:00,27686.04,27763.34,27648.33,27716.78,267.01958098
2023-03-26 10:00:00+00:00,27716.78,27747.15,27665.95,27708.38,174.12700191
2023-03-26 11:00:00+00:00,27708.37,27950.25,27672.46,27890.32,353.26051492
2023-03-26 12:00:00+00:00,27892.6,28009.16,27855.17,27943.09,592.6047305
2023-03-26 13:00:00+00:00,27943.09,28230.32,27910.2,28186.55,750.23926711
2023-03-26 14:00:00+00:00,28186.62,28195.42,27724.4,27821.95,1012.53896182
2023-03-26 15:00:00+00:00,27822.38,27904.14,27749.39,27832.01,605.83351608
2023-03-26 16:00:00+00:00,27830.44,27915.6,27664.14,27733.33,413.14535174
2023-03-26 17:00:00+00:00,27733.28,27887.13,27688.01,27865.26,425.66112714
2023-03-26 18:00:00+00:00,27865.14,27955.93,27794.56,27839.29,425.40696995
2023-03-26 19:00:00+00:00,27838.43,27894.33,27810.04,27855.2,233.02723893
2023-03-26 20:00:00+00:00,27855.2,27931.89,27709.52,27806.11,404.71888482
2023-03-26 21:00:00+00:00,27803.9,27884.92,27775.19,27871.7,258.91331733
2023-03-26 22:00:00+00:00,27871.7,28106.74,27830.02,28071.43,865.50851915
